area_data_type,geography_type,geography_id,geography_desc,geography_desc_full,total_units,biz_res,technology,speed_02_02,speed_10_1,speed_25_3,speed_100_20,speed_250_25,speed_1000_100
Nontribal,Census Place,2878480,Webb,"Webb, MS",253,R,Cable/Fiber,0.968379447,0.968379447,0.968379447,0.968379447,0.968379447,0
Nontribal,Census Place,2878480,Webb,"Webb, MS",253,B,Cable/Fiber,0.968379447,0.968379447,0.968379447,0.968379447,0.968379447,0.027667984
Nontribal,Census Place,2878480,Webb,"Webb, MS",253,R,Cable,0.968379447,0.968379447,0.968379447,0.968379447,0.968379447,0
Nontribal,Census Place,2878480,Webb,"Webb, MS",253,B,Cable,0.968379447,0.968379447,0.968379447,0.968379447,0.968379447,0
Nontribal,Census Place,2878480,Webb,"Webb, MS",253,R,Fiber,0,0,0.000000000,0,0,0
Nontribal,Census Place,2878480,Webb,"Webb, MS",253,B,Fiber,0.027667984,0.027667984,0.027667984,0.027667984,0.027667984,0.027667984
Nontribal,Census Place,2878480,Webb,"Webb, MS",253,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Nontribal,Census Place,2878480,Webb,"Webb, MS",253,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0.000000000
Nontribal,Census Place,2878480,Webb,"Webb, MS",253,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Nontribal,Census Place,2878480,Webb,"Webb, MS",253,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Nontribal,Census Place,2878480,Webb,"Webb, MS",253,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Nontribal,Census Place,2878480,Webb,"Webb, MS",253,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Nontribal,Census Place,2878480,Webb,"Webb, MS",253,R,All Fixed Wireless,0.268774704,0.260869565,0.241106719,0.225296443,0,0
Nontribal,Census Place,2878480,Webb,"Webb, MS",253,B,All Fixed Wireless,0.525691700,0.517786561,0.501976285,0.229249012,0,0.000000000
Nontribal,Census Place,2878480,Webb,"Webb, MS",253,R,Unlicensed Fixed Wireless,0.035573123,0.035573123,0,0,0.000000000,0
Nontribal,Census Place,2878480,Webb,"Webb, MS",253,B,Unlicensed Fixed Wireless,0.035573123,0.035573123,0,0,0,0
Nontribal,Census Place,2878480,Webb,"Webb, MS",253,R,Licensed Fixed Wireless,0.249011858,0.241106719,0.241106719,0.225296443,0,0
Nontribal,Census Place,2878480,Webb,"Webb, MS",253,B,Licensed Fixed Wireless,0.509881423,0.501976285,0.501976285,0.229249012,0,0
Nontribal,Census Place,2878480,Webb,"Webb, MS",253,R,Other,0,0,0.000000000,0,0,0
Nontribal,Census Place,2878480,Webb,"Webb, MS",253,B,Other,0.000000000,0,0,0,0,0
Nontribal,Census Place,2878520,Weir,"Weir, MS",277,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Nontribal,Census Place,2878520,Weir,"Weir, MS",277,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Nontribal,Census Place,2878520,Weir,"Weir, MS",277,R,All Wired,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Nontribal,Census Place,2878520,Weir,"Weir, MS",277,B,All Wired,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Nontribal,Census Place,2878520,Weir,"Weir, MS",277,R,Any Terrestrial,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Nontribal,Census Place,2878520,Weir,"Weir, MS",277,B,Any Terrestrial,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Nontribal,Census Place,2878520,Weir,"Weir, MS",277,R,All Wired and Licensed Fixed Wireless,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Nontribal,Census Place,2878520,Weir,"Weir, MS",277,B,All Wired and Licensed Fixed Wireless,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Nontribal,Census Place,2878520,Weir,"Weir, MS",277,R,Copper,0.768953069,0.768953069,0,0,0,0.000000000
Nontribal,Census Place,2878520,Weir,"Weir, MS",277,B,Copper,0.768953069,0.768953069,0,0,0,0
Nontribal,Census Place,2878520,Weir,"Weir, MS",277,R,Cable/Fiber,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Nontribal,Census Place,2878520,Weir,"Weir, MS",277,B,Cable/Fiber,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Nontribal,Census Place,2878520,Weir,"Weir, MS",277,R,Cable,0,0,0,0.000000000,0,0
Nontribal,Census Place,2878520,Weir,"Weir, MS",277,B,Cable,0,0.000000000,0,0,0,0
Nontribal,Census Place,2878520,Weir,"Weir, MS",277,R,Fiber,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Nontribal,Census Place,2878520,Weir,"Weir, MS",277,B,Fiber,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Nontribal,Census Place,2878520,Weir,"Weir, MS",277,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Nontribal,Census Place,2878520,Weir,"Weir, MS",277,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0.000000000
Nontribal,Census Place,2878520,Weir,"Weir, MS",277,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0.000000000
Nontribal,Census Place,2878520,Weir,"Weir, MS",277,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0.000000000,0
Nontribal,Census Place,2878520,Weir,"Weir, MS",277,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Nontribal,Census Place,2878520,Weir,"Weir, MS",277,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Nontribal,Census Place,2878520,Weir,"Weir, MS",277,R,All Fixed Wireless,0.711191336,0.212996390,0.212996390,0.000000000,0,0
Nontribal,Census Place,2878520,Weir,"Weir, MS",277,B,All Fixed Wireless,0.790613718,0.223826715,0.223826715,0,0,0
Nontribal,Census Place,2878520,Weir,"Weir, MS",277,R,Unlicensed Fixed Wireless,0,0,0,0.000000000,0,0
Nontribal,Census Place,2878520,Weir,"Weir, MS",277,B,Unlicensed Fixed Wireless,0,0.000000000,0,0,0,0
Nontribal,Census Place,2878520,Weir,"Weir, MS",277,R,Licensed Fixed Wireless,0.711191336,0.212996390,0.212996390,0,0,0
Nontribal,Census Place,2878520,Weir,"Weir, MS",277,B,Licensed Fixed Wireless,0.790613718,0.223826715,0.223826715,0,0,0
Nontribal,Census Place,2878520,Weir,"Weir, MS",277,R,Other,0,0,0.000000000,0,0,0
Nontribal,Census Place,2878520,Weir,"Weir, MS",277,B,Other,0,0,0,0,0,0.000000000
Nontribal,Census Place,2878640,Wesson,"Wesson, MS",721,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.900138696,0
Nontribal,Census Place,2878640,Wesson,"Wesson, MS",721,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.901525659,0.065187240
Nontribal,Census Place,2878640,Wesson,"Wesson, MS",721,R,All Wired,0.962552011,0.947295423,0.900138696,0.900138696,0.900138696,0
Nontribal,Census Place,2878640,Wesson,"Wesson, MS",721,B,All Wired,0.963938974,0.948682386,0.901525659,0.901525659,0.901525659,0.065187240
Nontribal,Census Place,2878640,Wesson,"Wesson, MS",721,R,Any Terrestrial,0.980582524,0.950069348,0.914008322,0.900138696,0.900138696,0
Nontribal,Census Place,2878640,Wesson,"Wesson, MS",721,B,Any Terrestrial,0.988904300,0.961165049,0.929264910,0.901525659,0.901525659,0.065187240
Nontribal,Census Place,2878640,Wesson,"Wesson, MS",721,R,All Wired and Licensed Fixed Wireless,0.980582524,0.950069348,0.914008322,0.900138696,0.900138696,0
Nontribal,Census Place,2878640,Wesson,"Wesson, MS",721,B,All Wired and Licensed Fixed Wireless,0.988904300,0.961165049,0.929264910,0.901525659,0.901525659,0.065187240
Nontribal,Census Place,2878640,Wesson,"Wesson, MS",721,R,Copper,0.775312067,0.714285714,0,0,0,0.000000000
Nontribal,Census Place,2878640,Wesson,"Wesson, MS",721,B,Copper,0.775312067,0.714285714,0,0.000000000,0,0
Nontribal,Census Place,2878640,Wesson,"Wesson, MS",721,R,Cable/Fiber,0.900138696,0.900138696,0.900138696,0.900138696,0.900138696,0
Nontribal,Census Place,2878640,Wesson,"Wesson, MS",721,B,Cable/Fiber,0.901525659,0.901525659,0.901525659,0.901525659,0.901525659,0.065187240
Nontribal,Census Place,2878640,Wesson,"Wesson, MS",721,R,Cable,0.900138696,0.900138696,0.900138696,0.900138696,0.900138696,0
Nontribal,Census Place,2878640,Wesson,"Wesson, MS",721,B,Cable,0.900138696,0.900138696,0.900138696,0.900138696,0.900138696,0
Nontribal,Census Place,2878640,Wesson,"Wesson, MS",721,R,Fiber,0.000000000,0,0,0,0,0
Nontribal,Census Place,2878640,Wesson,"Wesson, MS",721,B,Fiber,0.065187240,0.065187240,0.065187240,0.065187240,0.065187240,0.065187240
Nontribal,Census Place,2878640,Wesson,"Wesson, MS",721,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Nontribal,Census Place,2878640,Wesson,"Wesson, MS",721,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Nontribal,Census Place,2878640,Wesson,"Wesson, MS",721,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0.000000000,0
Nontribal,Census Place,2878640,Wesson,"Wesson, MS",721,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Nontribal,Census Place,2878640,Wesson,"Wesson, MS",721,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Nontribal,Census Place,2878640,Wesson,"Wesson, MS",721,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0.000000000
Nontribal,Census Place,2878640,Wesson,"Wesson, MS",721,R,All Fixed Wireless,0.682385576,0.058252427,0.058252427,0,0,0
Nontribal,Census Place,2878640,Wesson,"Wesson, MS",721,B,All Fixed Wireless,0.800277393,0.239944521,0.239944521,0.001386963,0,0
Nontribal,Census Place,2878640,Wesson,"Wesson, MS",721,R,Unlicensed Fixed Wireless,0.000000000,0,0,0,0,0
Nontribal,Census Place,2878640,Wesson,"Wesson, MS",721,B,Unlicensed Fixed Wireless,0,0,0,0,0.000000000,0
Nontribal,Census Place,2878640,Wesson,"Wesson, MS",721,R,Licensed Fixed Wireless,0.682385576,0.058252427,0.058252427,0,0,0.000000000
Nontribal,Census Place,2878640,Wesson,"Wesson, MS",721,B,Licensed Fixed Wireless,0.800277393,0.239944521,0.239944521,0.001386963,0.000000000,0
Nontribal,Census Place,2878640,Wesson,"Wesson, MS",721,R,Other,0,0,0,0.000000000,0,0
Nontribal,Census Place,2878640,Wesson,"Wesson, MS",721,B,Other,0,0,0,0,0,0.000000000
Nontribal,Census Place,2878680,West,"West, MS",115,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Nontribal,Census Place,2878680,West,"West, MS",115,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Nontribal,Census Place,2878680,West,"West, MS",115,R,All Wired,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Nontribal,Census Place,2878680,West,"West, MS",115,B,All Wired,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Nontribal,Census Place,2878680,West,"West, MS",115,R,Any Terrestrial,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Nontribal,Census Place,2878680,West,"West, MS",115,B,Any Terrestrial,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Nontribal,Census Place,2878680,West,"West, MS",115,R,All Wired and Licensed Fixed Wireless,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Nontribal,Census Place,2878680,West,"West, MS",115,B,All Wired and Licensed Fixed Wireless,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Nontribal,Census Place,2878680,West,"West, MS",115,R,Copper,0,0,0.000000000,0,0,0
Nontribal,Census Place,2878680,West,"West, MS",115,B,Copper,0.000000000,0,0,0,0,0
Nontribal,Census Place,2878680,West,"West, MS",115,R,Cable/Fiber,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Nontribal,Census Place,2878680,West,"West, MS",115,B,Cable/Fiber,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Nontribal,Census Place,2878680,West,"West, MS",115,R,Cable,0,0,0,0,0.000000000,0
Nontribal,Census Place,2878680,West,"West, MS",115,B,Cable,0.000000000,0,0,0,0,0
Nontribal,Census Place,2878680,West,"West, MS",115,R,Fiber,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Nontribal,Census Place,2878680,West,"West, MS",115,B,Fiber,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Nontribal,Census Place,2878680,West,"West, MS",115,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0.000000000,0
Nontribal,Census Place,2878680,West,"West, MS",115,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Nontribal,Census Place,2878680,West,"West, MS",115,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Nontribal,Census Place,2878680,West,"West, MS",115,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0.000000000
Nontribal,Census Place,2878680,West,"West, MS",115,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Nontribal,Census Place,2878680,West,"West, MS",115,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Nontribal,Census Place,2878680,West,"West, MS",115,R,All Fixed Wireless,0.400000000,0,0,0.000000000,0,0
Nontribal,Census Place,2878680,West,"West, MS",115,B,All Fixed Wireless,0.643478261,0.278260870,0.278260870,0,0,0
Nontribal,Census Place,2878680,West,"West, MS",115,R,Unlicensed Fixed Wireless,0,0,0.000000000,0,0,0
Nontribal,Census Place,2878680,West,"West, MS",115,B,Unlicensed Fixed Wireless,0,0,0.000000000,0,0,0
Nontribal,Census Place,2878680,West,"West, MS",115,R,Licensed Fixed Wireless,0.400000000,0,0,0.000000000,0,0
Nontribal,Census Place,2878680,West,"West, MS",115,B,Licensed Fixed Wireless,0.643478261,0.278260870,0.278260870,0,0,0.000000000
Nontribal,Census Place,2878680,West,"West, MS",115,R,Other,0,0,0,0,0,0.000000000
Nontribal,Census Place,2878680,West,"West, MS",115,B,Other,0,0,0,0,0.000000000,0
Nontribal,Census Place,2878890,West Hattiesburg,"West Hattiesburg, MS",3022,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.993712773,0.445069490
Nontribal,Census Place,2878890,West Hattiesburg,"West Hattiesburg, MS",3022,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.993712773,0.465916612
Nontribal,Census Place,2878890,West Hattiesburg,"West Hattiesburg, MS",3022,R,All Wired,0.994705493,0.994705493,0.993712773,0.993712773,0.993712773,0.445069490
Nontribal,Census Place,2878890,West Hattiesburg,"West Hattiesburg, MS",3022,B,All Wired,0.994705493,0.994705493,0.993712773,0.993712773,0.993712773,0.465916612
Nontribal,Census Place,2878890,West Hattiesburg,"West Hattiesburg, MS",3022,R,Any Terrestrial,0.998676373,0.998676373,0.998676373,0.995698213,0.993712773,0.445069490
Nontribal,Census Place,2878890,West Hattiesburg,"West Hattiesburg, MS",3022,B,Any Terrestrial,1.000000000,1.000000000,1.000000000,0.995698213,0.993712773,0.465916612
Nontribal,Census Place,2878890,West Hattiesburg,"West Hattiesburg, MS",3022,R,All Wired and Licensed Fixed Wireless,0.998676373,0.998676373,0.998676373,0.995698213,0.993712773,0.445069490
Nontribal,Census Place,2878890,West Hattiesburg,"West Hattiesburg, MS",3022,B,All Wired and Licensed Fixed Wireless,1.000000000,1.000000000,1.000000000,0.995698213,0.993712773,0.465916612
Nontribal,Census Place,2878890,West Hattiesburg,"West Hattiesburg, MS",3022,R,Copper,0.602250165,0.288219722,0,0,0,0
Nontribal,Census Place,2878890,West Hattiesburg,"West Hattiesburg, MS",3022,B,Copper,0.602250165,0.288219722,0,0,0,0
Nontribal,Census Place,2878890,West Hattiesburg,"West Hattiesburg, MS",3022,R,Cable/Fiber,0.993712773,0.993712773,0.993712773,0.993712773,0.993712773,0.445069490
Nontribal,Census Place,2878890,West Hattiesburg,"West Hattiesburg, MS",3022,B,Cable/Fiber,0.993712773,0.993712773,0.993712773,0.993712773,0.993712773,0.465916612
Nontribal,Census Place,2878890,West Hattiesburg,"West Hattiesburg, MS",3022,R,Cable,0.993712773,0.993712773,0.993712773,0.993712773,0.993712773,0
Nontribal,Census Place,2878890,West Hattiesburg,"West Hattiesburg, MS",3022,B,Cable,0.993712773,0.993712773,0.993712773,0.993712773,0.993712773,0
Nontribal,Census Place,2878890,West Hattiesburg,"West Hattiesburg, MS",3022,R,Fiber,0.445069490,0.445069490,0.445069490,0.445069490,0.445069490,0.445069490
Nontribal,Census Place,2878890,West Hattiesburg,"West Hattiesburg, MS",3022,B,Fiber,0.465916612,0.465916612,0.465916612,0.465916612,0.465916612,0.465916612
Nontribal,Census Place,2878890,West Hattiesburg,"West Hattiesburg, MS",3022,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Nontribal,Census Place,2878890,West Hattiesburg,"West Hattiesburg, MS",3022,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0.000000000
Nontribal,Census Place,2878890,West Hattiesburg,"West Hattiesburg, MS",3022,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Nontribal,Census Place,2878890,West Hattiesburg,"West Hattiesburg, MS",3022,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Nontribal,Census Place,2878890,West Hattiesburg,"West Hattiesburg, MS",3022,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Nontribal,Census Place,2878890,West Hattiesburg,"West Hattiesburg, MS",3022,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0.000000000,0
Nontribal,Census Place,2878890,West Hattiesburg,"West Hattiesburg, MS",3022,R,All Fixed Wireless,0.708140304,0.569821310,0.569821310,0.478160159,0,0
Nontribal,Census Place,2878890,West Hattiesburg,"West Hattiesburg, MS",3022,B,All Fixed Wireless,0.785241562,0.615155526,0.614824619,0.270350761,0,0.000000000
Nontribal,Census Place,2878890,West Hattiesburg,"West Hattiesburg, MS",3022,R,Unlicensed Fixed Wireless,0,0,0,0,0.000000000,0
Nontribal,Census Place,2878890,West Hattiesburg,"West Hattiesburg, MS",3022,B,Unlicensed Fixed Wireless,0.000000000,0,0,0,0,0
Nontribal,Census Place,2878890,West Hattiesburg,"West Hattiesburg, MS",3022,R,Licensed Fixed Wireless,0.708140304,0.569821310,0.569821310,0.478160159,0.000000000,0
Nontribal,Census Place,2878890,West Hattiesburg,"West Hattiesburg, MS",3022,B,Licensed Fixed Wireless,0.785241562,0.615155526,0.614824619,0.270350761,0.000000000,0
Nontribal,Census Place,2878890,West Hattiesburg,"West Hattiesburg, MS",3022,R,Other,0,0,0,0,0.000000000,0
Nontribal,Census Place,2878890,West Hattiesburg,"West Hattiesburg, MS",3022,B,Other,0,0,0,0,0,0.000000000
Nontribal,Census Place,2879120,West Point,"West Point, MS",6254,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.996642149,0.682283339
Nontribal,Census Place,2879120,West Point,"West Point, MS",6254,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.997281740,0.724656220
Nontribal,Census Place,2879120,West Point,"West Point, MS",6254,R,All Wired,0.997601535,0.997121842,0.996642149,0.996642149,0.996642149,0.682283339
Nontribal,Census Place,2879120,West Point,"West Point, MS",6254,B,All Wired,0.997921330,0.997441637,0.997281740,0.997281740,0.997281740,0.724656220
Nontribal,Census Place,2879120,West Point,"West Point, MS",6254,R,Any Terrestrial,0.998081228,0.997601535,0.997121842,0.997121842,0.996642149,0.682283339
Nontribal,Census Place,2879120,West Point,"West Point, MS",6254,B,Any Terrestrial,0.999200512,0.999200512,0.999200512,0.997761433,0.997281740,0.724656220
Nontribal,Census Place,2879120,West Point,"West Point, MS",6254,R,All Wired and Licensed Fixed Wireless,0.998081228,0.997601535,0.997121842,0.997121842,0.996642149,0.682283339
Nontribal,Census Place,2879120,West Point,"West Point, MS",6254,B,All Wired and Licensed Fixed Wireless,0.999200512,0.999200512,0.999200512,0.997761433,0.997281740,0.724656220
Nontribal,Census Place,2879120,West Point,"West Point, MS",6254,R,Copper,0.269907259,0.190598017,0,0,0,0.000000000
Nontribal,Census Place,2879120,West Point,"West Point, MS",6254,B,Copper,0.269907259,0.190598017,0,0,0.000000000,0
Nontribal,Census Place,2879120,West Point,"West Point, MS",6254,R,Cable/Fiber,0.996642149,0.996642149,0.996642149,0.996642149,0.996642149,0.682283339
Nontribal,Census Place,2879120,West Point,"West Point, MS",6254,B,Cable/Fiber,0.997281740,0.997281740,0.997281740,0.997281740,0.997281740,0.724656220
Nontribal,Census Place,2879120,West Point,"West Point, MS",6254,R,Cable,0.971698113,0.971698113,0.971698113,0.971698113,0.971538216,0
Nontribal,Census Place,2879120,West Point,"West Point, MS",6254,B,Cable,0.971698113,0.971698113,0.971698113,0.971698113,0.971538216,0.000000000
Nontribal,Census Place,2879120,West Point,"West Point, MS",6254,R,Fiber,0.682283339,0.682283339,0.682283339,0.682283339,0.682283339,0.682283339
Nontribal,Census Place,2879120,West Point,"West Point, MS",6254,B,Fiber,0.724656220,0.724656220,0.724656220,0.724656220,0.724656220,0.724656220
Nontribal,Census Place,2879120,West Point,"West Point, MS",6254,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Nontribal,Census Place,2879120,West Point,"West Point, MS",6254,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Nontribal,Census Place,2879120,West Point,"West Point, MS",6254,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Nontribal,Census Place,2879120,West Point,"West Point, MS",6254,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0.000000000
Nontribal,Census Place,2879120,West Point,"West Point, MS",6254,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0.000000000
Nontribal,Census Place,2879120,West Point,"West Point, MS",6254,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0.000000000,0
Nontribal,Census Place,2879120,West Point,"West Point, MS",6254,R,All Fixed Wireless,0.176207227,0.161496642,0.161496642,0.159737768,0,0.000000000
Nontribal,Census Place,2879120,West Point,"West Point, MS",6254,B,All Fixed Wireless,0.226095299,0.209625839,0.208186760,0.037575951,0.000000000,0
Nontribal,Census Place,2879120,West Point,"West Point, MS",6254,R,Unlicensed Fixed Wireless,0,0,0,0,0,0.000000000
Nontribal,Census Place,2879120,West Point,"West Point, MS",6254,B,Unlicensed Fixed Wireless,0,0,0,0,0,0.000000000
Nontribal,Census Place,2879120,West Point,"West Point, MS",6254,R,Licensed Fixed Wireless,0.176207227,0.161496642,0.161496642,0.159737768,0.000000000,0
Nontribal,Census Place,2879120,West Point,"West Point, MS",6254,B,Licensed Fixed Wireless,0.226095299,0.209625839,0.208186760,0.037575951,0,0
Nontribal,Census Place,2879120,West Point,"West Point, MS",6254,R,Other,0,0.000000000,0,0,0,0
Nontribal,Census Place,2879120,West Point,"West Point, MS",6254,B,Other,0,0,0,0,0,0.000000000
Nontribal,Census Place,2879280,Wheeler,"Wheeler, MS",179,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Nontribal,Census Place,2879280,Wheeler,"Wheeler, MS",179,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Nontribal,Census Place,2879280,Wheeler,"Wheeler, MS",179,R,All Wired,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Nontribal,Census Place,2879280,Wheeler,"Wheeler, MS",179,B,All Wired,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Nontribal,Census Place,2879280,Wheeler,"Wheeler, MS",179,R,Any Terrestrial,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Nontribal,Census Place,2879280,Wheeler,"Wheeler, MS",179,B,Any Terrestrial,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Nontribal,Census Place,2879280,Wheeler,"Wheeler, MS",179,R,All Wired and Licensed Fixed Wireless,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Nontribal,Census Place,2879280,Wheeler,"Wheeler, MS",179,B,All Wired and Licensed Fixed Wireless,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Nontribal,Census Place,2879280,Wheeler,"Wheeler, MS",179,R,Copper,0.000000000,0,0,0,0,0
Nontribal,Census Place,2879280,Wheeler,"Wheeler, MS",179,B,Copper,0,0,0.000000000,0,0,0
Nontribal,Census Place,2879280,Wheeler,"Wheeler, MS",179,R,Cable/Fiber,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Nontribal,Census Place,2879280,Wheeler,"Wheeler, MS",179,B,Cable/Fiber,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Nontribal,Census Place,2879280,Wheeler,"Wheeler, MS",179,R,Cable,0.251396648,0.251396648,0.251396648,0.251396648,0,0.000000000
Nontribal,Census Place,2879280,Wheeler,"Wheeler, MS",179,B,Cable,0.251396648,0.251396648,0.251396648,0.251396648,0,0.000000000
Nontribal,Census Place,2879280,Wheeler,"Wheeler, MS",179,R,Fiber,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Nontribal,Census Place,2879280,Wheeler,"Wheeler, MS",179,B,Fiber,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Nontribal,Census Place,2879280,Wheeler,"Wheeler, MS",179,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Nontribal,Census Place,2879280,Wheeler,"Wheeler, MS",179,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Nontribal,Census Place,2879280,Wheeler,"Wheeler, MS",179,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0.000000000,0
Nontribal,Census Place,2879280,Wheeler,"Wheeler, MS",179,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0.000000000,0
Nontribal,Census Place,2879280,Wheeler,"Wheeler, MS",179,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0.000000000,0
Nontribal,Census Place,2879280,Wheeler,"Wheeler, MS",179,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0.000000000,0
Nontribal,Census Place,2879280,Wheeler,"Wheeler, MS",179,R,All Fixed Wireless,0.167597765,0.134078212,0.134078212,0,0.000000000,0
Nontribal,Census Place,2879280,Wheeler,"Wheeler, MS",179,B,All Fixed Wireless,0.262569832,0.240223464,0.240223464,0,0,0.000000000
Nontribal,Census Place,2879280,Wheeler,"Wheeler, MS",179,R,Unlicensed Fixed Wireless,0,0,0,0,0.000000000,0
Nontribal,Census Place,2879280,Wheeler,"Wheeler, MS",179,B,Unlicensed Fixed Wireless,0,0,0,0,0.000000000,0
Nontribal,Census Place,2879280,Wheeler,"Wheeler, MS",179,R,Licensed Fixed Wireless,0.167597765,0.134078212,0.134078212,0,0,0
Nontribal,Census Place,2879280,Wheeler,"Wheeler, MS",179,B,Licensed Fixed Wireless,0.262569832,0.240223464,0.240223464,0,0,0
