provider_id,holding_company,technology_code,technology_code_desc,location_count_res,unit_count_res,location_count_bus,unit_count_bus
170025,CMS Internet LLC,50,Fiber to the Premises,9587,15816,9587,15816
170025,CMS Internet LLC,70,Unlicensed Fixed Wireless,25001,28243,25001,28243
170025,CMS Internet LLC,72,LBR Fixed Wireless,29903,41671,29903,41671
170044,Fishers Island Telephone Corporation,10,Copper,526,674,526,674
170044,Fishers Island Telephone Corporation,50,Fiber to the Premises,295,347,295,347
170047,"GMN Tri-County CAC, Inc.",50,Fiber to the Premises,0,0,1,1
170047,"GMN Tri-County CAC, Inc.",70,Unlicensed Fixed Wireless,8084,8573,8084,8573
170050,Harlan Municipal Utilities,40,Cable,2,4,0,0
170050,Harlan Municipal Utilities,50,Fiber to the Premises,2046,2248,357,526
170054,"FIF St. George, LLC",50,Fiber to the Premises,5334,6620,11251,18801
170054,"FIF St. George, LLC",70,Unlicensed Fixed Wireless,6173,6947,6184,6961
170054,"FIF St. George, LLC",71,Licensed Fixed Wireless,105232,127701,105232,127701
170054,"FIF St. George, LLC",72,LBR Fixed Wireless,10236,13916,10236,13916
170058,Jackson Energy Authority,50,Fiber to the Premises,31102,40440,31102,40440
170062,La Porte City Telephone Company,50,Fiber to the Premises,2899,3349,2899,3349
170066,Monmouth Independence Network,50,Fiber to the Premises,12263,16011,12263,16011
170067,Monmouth Internet Corporation,10,Copper,0,0,3,3
170067,Monmouth Internet Corporation,50,Fiber to the Premises,0,0,264,1346
170071,"Newmax, LLC",40,Cable,210,595,210,595
170071,"Newmax, LLC",50,Fiber to the Premises,847,2027,847,2027
170071,"Newmax, LLC",70,Unlicensed Fixed Wireless,33982,49641,33982,49641
170071,"Newmax, LLC",72,LBR Fixed Wireless,84687,109991,84687,109991
180010,City of Auburn,50,Fiber to the Premises,10930,12224,10930,12224
180011,City of Cartersville,50,Fiber to the Premises,0,0,166,407
180012,"City of Elberton, Georgia",40,Cable,5938,6719,5938,6719
180012,"City of Elberton, Georgia",50,Fiber to the Premises,3364,3480,3364,3480
180014,City of LaGrange,50,Fiber to the Premises,0,0,726,1300
180032,"Home Town Cable TV, LLC",40,Cable,0,0,93,185
180032,"Home Town Cable TV, LLC",50,Fiber to the Premises,0,0,8569,9785
180048,"Rapid Systems, Inc.",72,LBR Fixed Wireless,533848,731534,41839,137402
180058,"Com Net, Inc.",50,Fiber to the Premises,0,0,44,63
180064,"Web Fire Communications, Inc.",50,Fiber to the Premises,0,0,52,248
180064,"Web Fire Communications, Inc.",70,Unlicensed Fixed Wireless,20960,23608,20960,23608
190002,101Netlink,71,Licensed Fixed Wireless,64654,94431,64654,94431
190003,"1stel, Inc.",70,Unlicensed Fixed Wireless,50780,57541,50780,57541
190013,Adams CATV Inc.,40,Cable,27589,31744,27589,31744
190013,Adams CATV Inc.,50,Fiber to the Premises,11177,14027,11177,14027
190015,"Aeneas Communications, LLC",50,Fiber to the Premises,70264,75421,70264,75421
190020,"City of Albany, Georgia",50,Fiber to the Premises,327,337,421,1059
190025,America Internet & Communications,70,Unlicensed Fixed Wireless,194,209,5,5
190046,Beaver Valley Cable Company,40,Cable,1780,1987,1780,1987
190046,Beaver Valley Cable Company,50,Fiber to the Premises,339,352,339,352
190047,"Bee Line, Inc.",40,Cable,13640,18406,13640,18406
190053,"Bluebird Wireless Broadband Services, LLC",10,Copper,0,0,3,5
190053,"Bluebird Wireless Broadband Services, LLC",70,Unlicensed Fixed Wireless,1167,2260,860,2195
190058,"Board of Water, Light & Sinking Fund Commissioners of the City of Dalton, GA",50,Fiber to the Premises,22990,32685,22990,32685
190059,"Boycom Cablevision, Inc.",40,Cable,4736,5148,164,237
190059,"Boycom Cablevision, Inc.",50,Fiber to the Premises,471,502,17,37
190059,"Boycom Cablevision, Inc.",70,Unlicensed Fixed Wireless,9,9,2,2
190071,Cable Co-Op,40,Cable,2279,2978,214,473
190071,Cable Co-Op,50,Fiber to the Premises,159,486,8,13
190075,Catalina Broadband Solutions LLC,40,Cable,998,2030,998,2030
190075,Catalina Broadband Solutions LLC,50,Fiber to the Premises,354,714,354,714
190080,City of Bellevue,50,Fiber to the Premises,954,1029,372,392
190083,City of Coffeyville,50,Fiber to the Premises,33,33,38,53
190083,City of Coffeyville,70,Unlicensed Fixed Wireless,154,156,1,1
190084,City of Glenwood Springs,50,Fiber to the Premises,3410,6099,3410,6099
190085,City of Hawarden,40,Cable,1017,1269,188,402
190085,City of Hawarden,50,Fiber to the Premises,2,3,23,26
190086,City of Holyoke Gas & Electric Department,50,Fiber to the Premises,2,23,64,393
190089,City of Williamstown,40,Cable,1358,1727,1358,1727
190089,City of Williamstown,50,Fiber to the Premises,729,768,443,473
190093,Cloud Alliance LLC,72,LBR Fixed Wireless,2213,2856,2198,2842
190096,Coldwater Board of Public Utilities,40,Cable,5181,7696,5181,7696
190096,Coldwater Board of Public Utilities,50,Fiber to the Premises,4674,6228,4674,6228
190101,Community Cable Television Agency of O'Brien County,40,Cable,729,774,142,164
190101,Community Cable Television Agency of O'Brien County,50,Fiber to the Premises,1526,1641,501,560
190101,Community Cable Television Agency of O'Brien County,71,Licensed Fixed Wireless,1548,1599,940,973
190102,Community Telecom Services,40,Cable,3954,4325,0,0
190102,Community Telecom Services,50,Fiber to the Premises,111,121,36,58
190103,"Computer Dynamics of NW Illinois, LLC",70,Unlicensed Fixed Wireless,39156,45849,39156,45849
190123,"DigitalPath, Inc.",71,Licensed Fixed Wireless,358582,437041,358582,437041
190123,"DigitalPath, Inc.",72,LBR Fixed Wireless,123402,161699,123402,161699
190126,Douglas Electric Cooperative Inc.,40,Cable,82,90,82,90
190126,Douglas Electric Cooperative Inc.,50,Fiber to the Premises,50721,65125,57429,74048
190131,Easton Utilities Commission,40,Cable,8493,12068,8493,12068
190131,Easton Utilities Commission,50,Fiber to the Premises,3113,3196,3113,3196
190133,"Education Networks of America, Inc.",50,Fiber to the Premises,0,0,2,2
190134,"Electric Power Board of Chattanooga,Tennessee",50,Fiber to the Premises,141069,192084,141069,192084
190139,"e-Polk, Inc.",50,Fiber to the Premises,6874,9023,2679,4527
190139,"e-Polk, Inc.",70,Unlicensed Fixed Wireless,35,37,4,10
190146,"FastTrack Communications, Inc.",10,Copper,0,0,2,15
190146,"FastTrack Communications, Inc.",50,Fiber to the Premises,14,14,244,1079
190150,FiberComm LC,50,Fiber to the Premises,78,1158,312,1284
190150,FiberComm LC,70,Unlicensed Fixed Wireless,196,572,198,555
190155,"Fisher Wireless Services, Inc.",70,Unlicensed Fixed Wireless,50,70,50,70
190163,"Fulair, LLC",70,Unlicensed Fixed Wireless,7653,12198,7462,12024
190163,"Fulair, LLC",72,LBR Fixed Wireless,6792,9693,6790,9692
190169,"Geneva On-Line, Inc.",50,Fiber to the Premises,129,163,24,64
190169,"Geneva On-Line, Inc.",70,Unlicensed Fixed Wireless,1414,2349,483,1035
190172,Golden Rain Foundation,40,Cable,2625,17033,0,0
190180,Grundy Center Municipal Light & Power,40,Cable,1144,1239,135,190
190181,Haefele TV Inc.,40,Cable,5070,5691,5070,5691
190181,Haefele TV Inc.,50,Fiber to the Premises,8670,9433,8670,9433
190182,"Harlan Community Television, Inc.",40,Cable,7021,9161,1824,3076
190182,"Harlan Community Television, Inc.",50,Fiber to the Premises,883,1777,321,952
190184,Henderson Municipal Power & Light,50,Fiber to the Premises,9053,12950,9053,12950
190187,"Electric Plant Board of the City of Hopkinsville, Kentucky",50,Fiber to the Premises,29541,33859,4034,5449
190187,"Electric Plant Board of the City of Hopkinsville, Kentucky",70,Unlicensed Fixed Wireless,650,1054,11,20
190188,Hudson Valley Wireless,70,Unlicensed Fixed Wireless,25721,31585,25734,31628
190188,Hudson Valley Wireless,71,Licensed Fixed Wireless,0,0,12,79
190188,Hudson Valley Wireless,72,LBR Fixed Wireless,24702,58993,24702,58993
190208,"JB-Nets, LLC",50,Fiber to the Premises,1364,1536,1364,1536
190208,"JB-Nets, LLC",70,Unlicensed Fixed Wireless,12860,15190,12860,15190
190211,"Joink, LLC",50,Fiber to the Premises,35205,39925,35205,39925
190211,"Joink, LLC",70,Unlicensed Fixed Wireless,6484,7330,6484,7330
190211,"Joink, LLC",72,LBR Fixed Wireless,11440,11965,11440,11965
190219,Lafayette City Parish Consolidated Government,50,Fiber to the Premises,52737,61530,6903,14873
190223,Lenox Municipal Utilities,50,Fiber to the Premises,739,755,739,755
190227,InstarAGF,10,Copper,80,134,108,359
190227,InstarAGF,50,Fiber to the Premises,53,95,608,2004
190233,"Hilliary Communications, LLC",10,Copper,4373,4775,4373,4775
190233,"Hilliary Communications, LLC",40,Cable,3975,4170,3975,4170
190233,"Hilliary Communications, LLC",50,Fiber to the Premises,24220,27892,24220,27892
190233,"Hilliary Communications, LLC",70,Unlicensed Fixed Wireless,81307,98497,81307,98497
190236,"Mercury Broadband, LLC",50,Fiber to the Premises,6301,6678,6532,7002
190236,"Mercury Broadband, LLC",72,LBR Fixed Wireless,878132,1002336,966800,1176265
190244,Minnesota Valley Television Improvement Corporation,70,Unlicensed Fixed Wireless,16409,18135,16409,18135
190244,Minnesota Valley Television Improvement Corporation,71,Licensed Fixed Wireless,3493,4007,3493,4007
190244,Minnesota Valley Television Improvement Corporation,72,LBR Fixed Wireless,8317,9025,8317,9025
190256,Foremost Telecommunications Corporation,10,Copper,0,0,9,16
190256,Foremost Telecommunications Corporation,50,Fiber to the Premises,0,0,431526,597187
190265,Nittany Media Inc.,70,Unlicensed Fixed Wireless,1740,1987,1740,1987
190275,Oak Run Associates Ltd.,40,Cable,4455,4541,21,21
190280,"Optivon, LLC",10,Copper,0,0,11,68
190280,"Optivon, LLC",40,Cable,0,0,2,2
190280,"Optivon, LLC",50,Fiber to the Premises,0,0,105,359
190280,"Optivon, LLC",70,Unlicensed Fixed Wireless,0,0,39,219
190281,"OTZ Telephone Cooperative, Inc.",10,Copper,2529,2772,2529,2772
190282,Owensboro Municipal Utilities,50,Fiber to the Premises,12374,16793,19874,26610
190284,Pacific Data Systems,10,Copper,5685,7796,344,1608
190284,Pacific Data Systems,50,Fiber to the Premises,344,1608,344,1608
190284,Pacific Data Systems,70,Unlicensed Fixed Wireless,30155,37366,0,0
190290,"Peerless Network Holdings, Inc.",0,Other,0,0,27,228
190290,"Peerless Network Holdings, Inc.",10,Copper,0,0,2,37
190290,"Peerless Network Holdings, Inc.",50,Fiber to the Premises,0,0,18,106
190303,Public Utility District No. 1 of Douglas County,10,Copper,14938,17909,14938,17909
190303,Public Utility District No. 1 of Douglas County,70,Unlicensed Fixed Wireless,266,275,266,275
190304,Pulaski Electric System,50,Fiber to the Premises,7015,7740,752,1249
190305,"Quantum Telecommunications, Inc.",50,Fiber to the Premises,1509,3247,1881,7328
190305,"Quantum Telecommunications, Inc.",70,Unlicensed Fixed Wireless,3008,5472,3008,5472
190308,Cable TV of East Alabama,40,Cable,37027,47021,37027,47021
190308,Cable TV of East Alabama,50,Fiber to the Premises,2327,2577,2327,2577
190311,Razzolink Inc.,70,Unlicensed Fixed Wireless,162715,238848,162715,238848
190312,"RB3, LLC",40,Cable,9401,10685,9401,10685
190312,"RB3, LLC",50,Fiber to the Premises,166,199,166,199
190312,"RB3, LLC",70,Unlicensed Fixed Wireless,5396,6121,5396,6121
190313,Rebeltec Communications LLC,50,Fiber to the Premises,250,254,250,254
190313,Rebeltec Communications LLC,70,Unlicensed Fixed Wireless,11470,12666,11302,12493
190323,Savage Communications Inc.,40,Cable,14135,15857,14135,15857
190323,Savage Communications Inc.,50,Fiber to the Premises,15089,15778,15089,15778
190335,"Southern Ohio Communication Services, Inc.",50,Fiber to the Premises,4304,4611,4304,4611
190335,"Southern Ohio Communication Services, Inc.",70,Unlicensed Fixed Wireless,671,765,671,765
190335,"Southern Ohio Communication Services, Inc.",71,Licensed Fixed Wireless,15201,16905,15201,16905
190336,Southern Tier Wireless,70,Unlicensed Fixed Wireless,1623,1753,1412,1536
190336,Southern Tier Wireless,72,LBR Fixed Wireless,4073,4661,4049,4636
190341,"Eagle Internet Services, LLC",70,Unlicensed Fixed Wireless,86,102,86,102
190364,"TelNet Worldwide, Inc.",50,Fiber to the Premises,0,0,75,503
190365,"Tel-Star Cablevision, Inc.",40,Cable,3640,4509,0,0
190365,"Tel-Star Cablevision, Inc.",50,Fiber to the Premises,1891,2076,0,0
190367,The Utilities Board of the City of Sylacauga,50,Fiber to the Premises,4946,6324,764,1884
190373,"Towerstream, Inc.",70,Unlicensed Fixed Wireless,71,73,20,339
190373,"Towerstream, Inc.",71,Licensed Fixed Wireless,0,0,11,25
190380,"Troy Cablevision, Inc.",10,Copper,278,312,278,312
190380,"Troy Cablevision, Inc.",50,Fiber to the Premises,4698,5528,4698,5528
190405,Westfield Gas & Electric,50,Fiber to the Premises,25251,32211,25251,32211
190406,Westgate Communications LLC,70,Unlicensed Fixed Wireless,104,122,9,10
190410,"IdeaTek Telcom, LLC",10,Copper,36,53,0,0
190410,"IdeaTek Telcom, LLC",50,Fiber to the Premises,90773,100704,90816,100863
190410,"IdeaTek Telcom, LLC",70,Unlicensed Fixed Wireless,47924,58447,47924,58447
190419,Benton Rural Electric Association,72,LBR Fixed Wireless,16350,17811,16350,17811
190425,"Sonic Telecom, LLC",50,Fiber to the Premises,332693,579639,334238,587036
190428,"San Carlos Apache Telecommunications Utility, Inc.",10,Copper,1073,1080,1073,1080
190428,"San Carlos Apache Telecommunications Utility, Inc.",50,Fiber to the Premises,1301,1305,1301,1305
190428,"San Carlos Apache Telecommunications Utility, Inc.",70,Unlicensed Fixed Wireless,295,310,295,310
190429,Barbourville Utility Commission,50,Fiber to the Premises,3223,4239,3223,4239
190431,City Utilities of Springfield,50,Fiber to the Premises,0,0,81631,119923
190435,"Citynet, LLC",50,Fiber to the Premises,18210,19328,41492,51719
190501,4 SIWI LLC,50,Fiber to the Premises,2231,3129,2231,3129
190501,4 SIWI LLC,70,Unlicensed Fixed Wireless,17681,19584,17681,19584
190504,Allo Communications LLC,50,Fiber to the Premises,365643,506487,365643,506487
190506,"Cyber Mesa Computer Systems, Inc.",10,Copper,4,5,4,36
190506,"Cyber Mesa Computer Systems, Inc.",50,Fiber to the Premises,76,109,7,17
190506,"Cyber Mesa Computer Systems, Inc.",70,Unlicensed Fixed Wireless,807,1047,84,318
190508,"Atlantech Online, Inc.",50,Fiber to the Premises,0,0,119,3479
200006,"Blip Networks, LLC",70,Unlicensed Fixed Wireless,4219,5027,4219,5027
200006,"Blip Networks, LLC",72,LBR Fixed Wireless,7947,8947,7947,8947
200008,"BendTel, Inc.",50,Fiber to the Premises,1288,2619,1288,2619
200014,Cogent Communications Group,50,Fiber to the Premises,0,0,1433,31499
200019,"Express Dial Internet, Inc.",70,Unlicensed Fixed Wireless,1503,1753,1399,1631
200019,"Express Dial Internet, Inc.",72,LBR Fixed Wireless,3806,4891,3786,4867
200041,"Raw Bandwidth Telecom, Inc.",10,Copper,81,1313,81,1313
200057,"Orcas Online, Inc.",50,Fiber to the Premises,1,1,1,1
200057,"Orcas Online, Inc.",70,Unlicensed Fixed Wireless,637,844,637,844
210001,3 Rooms Communications LLC,50,Fiber to the Premises,2537,2809,2537,2809
210001,3 Rooms Communications LLC,70,Unlicensed Fixed Wireless,92544,104120,92544,104120
210018,"Cherry Capital Connection, LLC",10,Copper,30,33,30,33
210018,"Cherry Capital Connection, LLC",50,Fiber to the Premises,3567,3780,3567,3780
210018,"Cherry Capital Connection, LLC",70,Unlicensed Fixed Wireless,196,271,196,271
210019,City of Wilson,50,Fiber to the Premises,26701,33607,26701,33607
210042,Imagine Networks,10,Copper,2,19,0,0
210042,Imagine Networks,50,Fiber to the Premises,1639,1702,0,0
210042,Imagine Networks,70,Unlicensed Fixed Wireless,2997,3243,0,0
210046,"JCMM Ventures, LLC",70,Unlicensed Fixed Wireless,249,284,249,284
210061,"Pavlov Media, Inc.",50,Fiber to the Premises,84956,122192,7680,16061
210080,Traer Municipal Utilities,50,Fiber to the Premises,3,3,13,19
210080,Traer Municipal Utilities,70,Unlicensed Fixed Wireless,64,71,0,0
210087,Wintek Corporation,50,Fiber to the Premises,4858,17202,4858,17202
210090,Richmond Telephone Company LLC,10,Copper,49,50,0,0
210090,Richmond Telephone Company LLC,50,Fiber to the Premises,792,837,49,56
210092,C&W Communications,70,Unlicensed Fixed Wireless,1155,1155,9,9
210092,C&W Communications,71,Licensed Fixed Wireless,0,0,1,13
210092,C&W Communications,72,LBR Fixed Wireless,14298,18712,1897,5023
210101,Xchange Telecom Corp.,10,Copper,20,312,20,312
210101,Xchange Telecom Corp.,71,Licensed Fixed Wireless,1534,21305,1534,21305
210105,LVWifi.com,70,Unlicensed Fixed Wireless,383,420,383,420
220001,Pacific Telecom Inc.,10,Copper,10607,10853,10607,10853
220001,Pacific Telecom Inc.,50,Fiber to the Premises,1095,2066,2748,3752
220001,Pacific Telecom Inc.,70,Unlicensed Fixed Wireless,27858,34617,27858,34617
220005,"Allied Telecom Group, LLC",10,Copper,0,0,144,3551
220005,"Allied Telecom Group, LLC",40,Cable,0,0,1,6
220005,"Allied Telecom Group, LLC",50,Fiber to the Premises,0,0,136,3035
220005,"Allied Telecom Group, LLC",70,Unlicensed Fixed Wireless,0,0,1,17
220007,BreezeAir Networks LLC,50,Fiber to the Premises,699,718,0,0
220007,BreezeAir Networks LLC,70,Unlicensed Fixed Wireless,1432,1502,1432,1502
220008,Bayou Cable Inc.,40,Cable,2713,3021,2713,3021
220015,"CellTex Networks, LLC",71,Licensed Fixed Wireless,43244,48648,43244,48648
220015,"CellTex Networks, LLC",72,LBR Fixed Wireless,36732,41562,36732,41562
220016,City of Morganton,40,Cable,5338,6815,319,857
220016,City of Morganton,50,Fiber to the Premises,0,0,56,144
220027,"Fourway Computer Products, Inc.",50,Fiber to the Premises,19,280,19,280
220027,"Fourway Computer Products, Inc.",70,Unlicensed Fixed Wireless,3332,3491,3332,3491
220027,"Fourway Computer Products, Inc.",72,LBR Fixed Wireless,831,877,831,877
220028,Full Service Network LP,10,Copper,0,0,38,347
220031,"IsoFusion, Inc.",50,Fiber to the Premises,54920,80964,54920,80964
220046,NTInet Inc.,50,Fiber to the Premises,829,1267,148,292
220048,"Netwurx, LLC",50,Fiber to the Premises,23,202,27,205
220048,"Netwurx, LLC",70,Unlicensed Fixed Wireless,13893,17502,3542,5291
220048,"Netwurx, LLC",72,LBR Fixed Wireless,6746,7918,1198,1810
220052,"QCOL, Inc.",50,Fiber to the Premises,12078,14963,12078,14963
220058,Rocky Ridge Wireless,70,Unlicensed Fixed Wireless,616,695,17,30
220066,Seimitsu Corporation,50,Fiber to the Premises,1338,3870,1338,3870
220069,City of Valparaiso,40,Cable,1455,1727,4,10
220071,Vogtmann Engineering Inc.,40,Cable,1922,2122,59,67
220071,Vogtmann Engineering Inc.,50,Fiber to the Premises,710,774,1,1
220073,Mountain West Technologies Corporation,50,Fiber to the Premises,2928,5009,2928,5009
220073,Mountain West Technologies Corporation,72,LBR Fixed Wireless,79190,102541,79190,102541
220078,Crystal Broadband Networks,40,Cable,2395,2572,2395,2572
220078,Crystal Broadband Networks,50,Fiber to the Premises,4868,5652,4868,5652
220079,Blue Mountain Networks LLC,40,Cable,10772,13760,10772,13760
220079,Blue Mountain Networks LLC,50,Fiber to the Premises,20393,26168,20393,26168
220079,Blue Mountain Networks LLC,70,Unlicensed Fixed Wireless,26303,33396,23922,30921
230006,City of Chanute Kansas,50,Fiber to the Premises,3303,3579,425,452
230008,"Computer Office Solutions, Inc./Negia, Inc.",70,Unlicensed Fixed Wireless,0,0,16653,44991
230011,"Cyberdyne Networks, Inc.",71,Licensed Fixed Wireless,27615,32138,27615,32138
230021,"Ind. Co. Cable TV, Inc.",40,Cable,7350,7828,7350,7828
230021,"Ind. Co. Cable TV, Inc.",50,Fiber to the Premises,3037,3183,3037,3183
230022,Intermart Inc.,70,Unlicensed Fixed Wireless,186398,263548,186398,263548
230025,"Konceptio Data Services, LLC",50,Fiber to the Premises,1220,1417,1220,1417
230025,"Konceptio Data Services, LLC",70,Unlicensed Fixed Wireless,27738,40380,27759,40429
230036,"Rebus Communications, LLC",70,Unlicensed Fixed Wireless,5880,6362,5880,6362
230043,Southeast Colorado Power Association,50,Fiber to the Premises,13899,19335,13899,19335
230043,Southeast Colorado Power Association,70,Unlicensed Fixed Wireless,40650,46202,40650,46202
230043,Southeast Colorado Power Association,71,Licensed Fixed Wireless,63831,76915,63831,76915
230050,"USFon, Inc.",10,Copper,1,95,0,0
230050,"USFon, Inc.",50,Fiber to the Premises,0,0,1,1
230050,"USFon, Inc.",71,Licensed Fixed Wireless,0,0,1,1
230051,Utah Telecommunication Open Infrastructure Agency,50,Fiber to the Premises,171193,268380,171193,268380
230056,"Xclutel, LLC",10,Copper,0,0,6,25
230056,"Xclutel, LLC",50,Fiber to the Premises,0,0,31,204
230056,"Xclutel, LLC",70,Unlicensed Fixed Wireless,0,0,1,1
230062,"Hillbilly Wireless Internet, Inc.",50,Fiber to the Premises,2285,2346,0,0
230062,"Hillbilly Wireless Internet, Inc.",70,Unlicensed Fixed Wireless,21396,23073,21396,23073
230062,"Hillbilly Wireless Internet, Inc.",72,LBR Fixed Wireless,8351,9348,0,0
240006,"BalsamWest FiberNET, LLC",50,Fiber to the Premises,1821,2973,715,1359
240006,"BalsamWest FiberNET, LLC",70,Unlicensed Fixed Wireless,2026,2115,317,529
240006,"BalsamWest FiberNET, LLC",71,Licensed Fixed Wireless,591,635,45,53
240009,Bolt Internet Inc.,70,Unlicensed Fixed Wireless,19091,22636,19091,22636
240009,Bolt Internet Inc.,72,LBR Fixed Wireless,73856,87822,73856,87822
240012,Bryan Municipal Utilties,50,Fiber to the Premises,0,0,4706,5221
240014,"CalNeva Broadband, LLC",40,Cable,4547,6428,4547,6428
240017,Chaparral Holding Corporation,40,Cable,5203,8240,2903,5629
240017,Chaparral Holding Corporation,50,Fiber to the Premises,307,464,166,322
240017,Chaparral Holding Corporation,71,Licensed Fixed Wireless,213413,311134,28340,74665
240022,CND Acquisition Corp.,40,Cable,12181,13770,12181,13770
240022,CND Acquisition Corp.,50,Fiber to the Premises,285,308,285,308
240025,"Community Antenna System, Inc.",40,Cable,1072,1301,248,467
240031,Davis Communications Inc.,40,Cable,3605,5356,223,651
240032,DayStarr LLC,50,Fiber to the Premises,11114,12615,11114,12615
240035,"Fast-Air Internet, Inc.",70,Unlicensed Fixed Wireless,4041,4378,3792,4117
240037,Fort Pierce Utilities Authority,50,Fiber to the Premises,1127,2034,1133,2042
240038,Frank Howard TV Cable Inc.,40,Cable,3799,3887,3799,3887
240041,Google LLC,50,Fiber to the Premises,1612768,2138377,36368,176653
240041,Google LLC,70,Unlicensed Fixed Wireless,3122,156544,3672,162551
240044,Highland Communication Services,50,Fiber to the Premises,4018,5180,4018,5180
240046,"Hughes Computer Services, Inc.",70,Unlicensed Fixed Wireless,307,319,0,0
240056,LTD Broadband LLC,50,Fiber to the Premises,18359,21215,2636,4449
240056,LTD Broadband LLC,70,Unlicensed Fixed Wireless,229790,258246,51673,70800
240058,Mid-Hudson Cablevision,40,Cable,30270,38765,30269,38764
240058,Mid-Hudson Cablevision,50,Fiber to the Premises,17807,23809,17807,23809
240058,Mid-Hudson Cablevision,70,Unlicensed Fixed Wireless,378,425,0,0
240061,Montana Opticom LLC,50,Fiber to the Premises,20250,35074,20250,35074
240062,"Mountain Communications, LLC",50,Fiber to the Premises,4105,4823,4105,4823
240063,Murray Electric System,40,Cable,6151,7949,6151,7949
240063,Murray Electric System,50,Fiber to the Premises,1727,1797,2513,3494
240064,Nelson County Cablevision Corp.,50,Fiber to the Premises,3109,3830,3109,3830
240068,"Neu Ventures, Inc.",40,Cable,4355,4671,4355,4671
240068,"Neu Ventures, Inc.",70,Unlicensed Fixed Wireless,7639,9254,7639,9254
240081,Reinbeck Municipal Telecommunications Utility,40,Cable,703,757,91,106
240081,Reinbeck Municipal Telecommunications Utility,70,Unlicensed Fixed Wireless,1130,1217,303,360
240085,Scottsboro Electric Power Board,40,Cable,6057,7433,6057,7433
240085,Scottsboro Electric Power Board,50,Fiber to the Premises,6057,7433,6057,7433
240090,"Stowe Communications, LLC",40,Cable,2446,3804,2446,3804
240090,"Stowe Communications, LLC",50,Fiber to the Premises,2547,3908,2547,3908
240102,Jefferson County Cable,40,Cable,12462,13736,12462,13736
240102,Jefferson County Cable,50,Fiber to the Premises,1453,1570,1453,1570
240109,Montana Internet Corporation,50,Fiber to the Premises,1009,1268,1009,1268
240109,Montana Internet Corporation,70,Unlicensed Fixed Wireless,14924,19517,14924,19517
240109,Montana Internet Corporation,72,LBR Fixed Wireless,17653,21309,17653,21309
240110,"Public Utility District of Grant County, Washington",50,Fiber to the Premises,33632,42705,6144,11135
240119,Transtelco Holding,50,Fiber to the Premises,0,0,29,101
240119,Transtelco Holding,70,Unlicensed Fixed Wireless,0,0,3,5
250003,"360 Communications, LLC (OR & WA)",70,Unlicensed Fixed Wireless,15894,20807,15894,20807
250014,"Arbuckle Communications, LLC",70,Unlicensed Fixed Wireless,1103,1281,1103,1281
250014,"Arbuckle Communications, LLC",71,Licensed Fixed Wireless,4344,4695,4344,4695
250014,"Arbuckle Communications, LLC",72,LBR Fixed Wireless,44172,48692,44172,48692
250027,City of Lebanon Utilities,50,Fiber to the Premises,0,0,6,6
250027,City of Lebanon Utilities,70,Unlicensed Fixed Wireless,9578,11119,9578,11119
250028,"Collins Communications, LLC",70,Unlicensed Fixed Wireless,24416,31002,24416,31002
250046,Hinson Communications Inc.,50,Fiber to the Premises,0,0,22,56
250053,"Lobo Internet Services, Ltd.",70,Unlicensed Fixed Wireless,309624,429750,309624,429750
250066,"Ridgetop Networks, LLC",10,Copper,1,1,1,1
250066,"Ridgetop Networks, LLC",70,Unlicensed Fixed Wireless,1141,1462,1141,1462
250069,Satellite Operations Inc.,40,Cable,114,120,114,120
250069,Satellite Operations Inc.,50,Fiber to the Premises,2331,2392,2331,2392
250070,Servpac Inc.,10,Copper,0,0,84,991
250070,Servpac Inc.,50,Fiber to the Premises,0,0,175,3724
250070,Servpac Inc.,70,Unlicensed Fixed Wireless,0,0,1,1
250081,"Urban Communications, Inc.",70,Unlicensed Fixed Wireless,2702,3419,978,1918
250085,"Wireless Data Net, LLC",50,Fiber to the Premises,125,132,125,132
250085,"Wireless Data Net, LLC",70,Unlicensed Fixed Wireless,4730,5445,4730,5445
250085,"Wireless Data Net, LLC",72,LBR Fixed Wireless,3842,4418,3842,4418
250090,Wyoming.Com,10,Copper,28,88,28,88
250090,Wyoming.Com,50,Fiber to the Premises,410,567,410,567
250090,Wyoming.Com,72,LBR Fixed Wireless,36146,43272,36146,43272
250099,Resonance Broadband LLC,70,Unlicensed Fixed Wireless,1594,1804,1594,1804
250102,Rural Farm Networks LLC,70,Unlicensed Fixed Wireless,247,280,0,0
260000,"Farmers Telecommunications Cooperative, Inc.",50,Fiber to the Premises,36534,41474,36534,41474
260003,Bertram Communications LLC,50,Fiber to the Premises,2767,3043,2767,3043
260003,Bertram Communications LLC,70,Unlicensed Fixed Wireless,557477,738835,557477,738835
260003,Bertram Communications LLC,71,Licensed Fixed Wireless,82641,107137,82641,107137
260005,"Celito Communications, Inc.",50,Fiber to the Premises,6,62,81,997
260007,City of Burbank/Burbank Water and Power,50,Fiber to the Premises,0,0,159,906
260009,Columbia Power and Water Systems,40,Cable,16143,20304,521,1449
260009,Columbia Power and Water Systems,50,Fiber to the Premises,1585,1599,0,0
260010,Concept Communication Corp.,40,Cable,1905,2289,1905,2289
260010,Concept Communication Corp.,50,Fiber to the Premises,1247,1806,1245,1529
260010,Concept Communication Corp.,70,Unlicensed Fixed Wireless,194228,268645,194228,268645
